Location,TimeFrame,DataFormat,Data
WRAY SCHOOL DISTRICT RD-2,2008,Percent,0.64
YUMA SCHOOL DISTRICT 1,2008,Percent,0.67
STRATTON R-4,2009,Percent,LNE
SUMMIT RE-1,2009,Percent,0.68
SWINK 33,2009,Percent,0.57
TELLURIDE R-1,2009,Percent,0.83
THOMPSON R-2J,2009,Percent,0.7
TRINIDAD 1,2009,Percent,0.58
VALLEY RE-1,2009,Percent,0.61
VILAS RE-5,2009,Percent,LNE
WALSH RE-1,2009,Percent,LNE
WELD COUNTY RE-1,2009,Percent,0.52
WELD COUNTY S/D RE-8,2009,Percent,0.44
WELDON VALLEY RE-20(J),2009,Percent,0.65
WEST END RE-2,2009,Percent,0.69
WEST GRAND 1-JT,2009,Percent,0.72
WEST YUMA COUNTY RJ-1,2009,Percent,N/A
WESTMINSTER 50,2009,Percent,0.39
WIDEFIELD 3,2009,Percent,0.65
WIGGINS RE-50(J),2009,Percent,0.77
WILEY RE-13 JT,2009,Percent,LNE
WINDSOR RE-4,2009,Percent,0.77
WOODLAND PARK RE-2,2009,Percent,0.75
WOODLIN R-104,2009,Percent,LNE
WRAY SCHOOL DISTRICT RD-2,2009,Percent,0.73
YUMA SCHOOL DISTRICT 1,2009,Percent,0.55
STRATTON R-4,2012,Percent,N/A
SUMMIT RE-1,2012,Percent,0.67729
SWINK 33,2012,Percent,0.81818
TELLURIDE R-1,2012,Percent,0.79167
THOMPSON R-2J,2012,Percent,0.74888
TRINIDAD 1,2012,Percent,0.624
VALLEY RE-1,2012,Percent,0.64286
VILAS RE-5,2012,Percent,N/A
WALSH RE-1,2012,Percent,N/A
WELD COUNTY RE-1,2012,Percent,0.55385
WELD COUNTY S/D RE-8,2012,Percent,0.39759
WELDON VALLEY RE-20(J),2012,Percent,0.77778
WEST END RE-2,2012,Percent,0.68421
WEST GRAND 1-JT,2012,Percent,0.70968
WEST YUMA COUNTY RJ-1,2012,Percent,N/A
WESTMINSTER 50,2012,Percent,0.39589
WIDEFIELD 3,2012,Percent,0.63425
WIGGINS RE-50(J),2012,Percent,0.79412
WILEY RE-13 JT,2012,Percent,N/A
WINDSOR RE-4,2012,Percent,0.78904
WOODLAND PARK RE-2,2012,Percent,0.69006
WOODLIN R-104,2012,Percent,N/A
WRAY SCHOOL DISTRICT RD-2,2012,Percent,0.83333
YUMA SCHOOL DISTRICT 1,2012,Percent,0.58491
STRATTON R-4,2013,Percent,LNE
SUMMIT RE-1,2013,Percent,0.691
SWINK 33,2013,Percent,0.971
TELLURIDE R-1,2013,Percent,0.8
THOMPSON R-2J,2013,Percent,0.72
TRINIDAD 1,2013,Percent,0.525
VALLEY RE-1,2013,Percent,0.543
VILAS RE-5,2013,Percent,LNE
WALSH RE-1,2013,Percent,LNE
WELD COUNTY RE-1,2013,Percent,0.631
WELD COUNTY S/D RE-8,2013,Percent,0.489
WELDON VALLEY RE-20(J),2013,Percent,LNE
WEST END RE-2,2013,Percent,0.8
WEST GRAND 1-JT,2013,Percent,0.556
WEST YUMA COUNTY RJ-1,2013,Percent,N/A
WESTMINSTER 50,2013,Percent,0.409
WIDEFIELD 3,2013,Percent,0.686
WIGGINS RE-50(J),2013,Percent,0.763
WILEY RE-13 JT,2013,Percent,0.75
WINDSOR RE-4,2013,Percent,0.785
WOODLAND PARK RE-2,2013,Percent,0.77
WOODLIN R-104,2013,Percent,LNE
WRAY SCHOOL DISTRICT RD-2,2013,Percent,0.745
YUMA SCHOOL DISTRICT 1,2013,Percent,0.746
STRATTON R-4,2014,Percent,LNE
SUMMIT RE-1,2014,Percent,0.74793
SWINK 33,2014,Percent,0.81481
TELLURIDE R-1,2014,Percent,0.71605
THOMPSON R-2J,2014,Percent,0.74273
TRINIDAD 1,2014,Percent,0.56627
VALLEY RE-1,2014,Percent,0.71951
VILAS RE-5,2014,Percent,LNE
WALSH RE-1,2014,Percent,LNE
WELD COUNTY RE-1,2014,Percent,0.70677
WELD COUNTY S/D RE-8,2014,Percent,0.50725
WELDON VALLEY RE-20(J),2014,Percent,0.5625
WEST END RE-2,2014,Percent,0.47059
WEST GRAND 1-JT,2014,Percent,0.94286
WEST YUMA COUNTY RJ-1,2014,Percent,N/A
WESTMINSTER 50,2014,Percent,0.48759
WIDEFIELD 3,2014,Percent,0.65145
WIGGINS RE-50(J),2014,Percent,0.82927
WILEY RE-13 JT,2014,Percent,LNE
WINDSOR RE-4,2014,Percent,0.8067
WOODLAND PARK RE-2,2014,Percent,0.69591
WOODLIN R-104,2014,Percent,LNE
WRAY SCHOOL DISTRICT RD-2,2014,Percent,0.72549
YUMA SCHOOL DISTRICT 1,2014,Percent,0.58621
